Date,XLB,XLE,XLF,XLI,XLK,XLP,XLU,XLV,XLY
27-05-2009,20.25,35.62,5.96,17.28,14.36,16.67,17.18,20.70,19.34
28-05-2009,20.54,36.77,6.15,17.38,14.55,16.81,17.52,20.82,19.27
29-05-2009,21.19,37.40,6.32,17.81,14.71,16.97,17.66,21.17,19.61
01-06-2009,21.80,38.84,6.34,18.64,15.14,17.35,18.22,21.27,20.53
02-06-2009,22.07,38.70,6.26,18.65,15.06,17.51,18.01,21.48,20.70
03-06-2009,21.34,37.18,6.15,18.29,14.96,17.43,17.72,21.38,20.50
04-06-2009,21.76,38.03,6.35,18.62,15.15,17.42,17.87,21.10,20.45
05-06-2009,21.50,37.76,6.30,18.79,15.25,17.38,17.91,21.13,20.39
08-06-2009,21.33,37.69,6.35,18.80,15.18,17.40,17.78,20.85,20.52
09-06-2009,21.78,38.05,6.40,18.77,15.26,17.28,17.72,20.80,20.66
10-06-2009,21.81,38.40,6.30,18.66,15.30,17.15,17.99,20.73,20.43
11-06-2009,22.13,39.09,6.35,18.64,15.39,17.17,18.34,20.93,20.24
12-06-2009,21.82,38.76,6.40,18.67,15.35,17.28,18.60,21.01,20.27
15-06-2009,21.11,37.74,6.22,18.09,15.16,16.89,18.21,20.43,19.83
16-06-2009,20.57,36.95,6.11,17.77,14.96,16.70,18.14,20.47,19.39
17-06-2009,20.36,36.29,5.96,17.66,15.06,16.78,18.13,20.91,19.60
18-06-2009,20.48,36.19,6.09,17.69,15.00,17.08,18.54,21.34,19.51
19-06-2009,20.44,35.82,6.20,17.66,15.14,16.94,18.31,21.48,19.71
22-06-2009,19.27,34.02,5.84,17.05,14.77,16.87,18.31,21.06,19.12
23-06-2009,19.70,34.28,5.92,17.00,14.78,16.80,18.15,21.02,18.99
24-06-2009,19.86,34.35,5.99,17.07,14.99,16.85,18.26,21.18,19.13
25-06-2009,20.28,35.12,6.10,17.59,15.23,17.09,18.58,21.74,19.68
26-06-2009,20.26,34.83,6.13,17.51,15.22,17.05,18.49,21.73,19.56
29-06-2009,20.43,35.24,6.21,17.68,15.32,17.19,18.75,21.85,19.79
30-06-2009,20.20,34.99,6.15,17.47,15.22,17.02,18.62,21.71,19.69
01-07-2009,20.25,35.01,6.11,17.59,15.27,17.33,18.87,21.72,19.77
02-07-2009,19.71,33.65,5.91,17.04,14.96,17.01,18.30,21.22,19.08
06-07-2009,19.56,33.28,5.91,17.02,14.90,17.29,18.43,21.38,19.08
07-07-2009,19.05,32.40,5.81,16.44,14.52,17.09,18.04,21.33,18.61
08-07-2009,19.01,32.42,5.71,16.40,14.53,17.16,18.00,21.48,18.73
09-07-2009,19.16,32.80,5.79,16.50,14.60,17.04,18.03,21.22,18.83
10-07-2009,19.07,32.51,5.70,16.53,14.65,16.97,17.98,21.14,18.80
13-07-2009,19.63,33.03,6.08,16.95,14.94,17.23,18.26,21.48,19.14
14-07-2009,19.77,33.49,6.06,17.17,14.97,17.30,18.41,21.58,19.45
15-07-2009,20.54,34.69,6.30,17.71,15.52,17.59,18.75,21.77,19.98
16-07-2009,20.79,35.08,6.29,18.04,15.73,17.66,18.80,21.92,20.23
17-07-2009,20.87,35.30,6.25,17.84,15.89,17.71,18.67,21.84,20.25
20-07-2009,21.30,35.91,6.30,18.21,16.03,17.75,18.82,21.92,20.71
21-07-2009,21.58,36.24,6.25,18.20,16.14,17.75,19.04,22.24,20.66
22-07-2009,21.67,35.93,6.25,18.24,16.22,17.75,18.93,22.13,20.84
23-07-2009,22.34,36.92,6.42,18.64,16.54,17.99,19.41,22.62,21.32
24-07-2009,22.52,37.30,6.40,18.65,16.47,18.14,19.70,22.97,21.30
27-07-2009,22.59,37.43,6.50,18.77,16.43,18.10,19.67,23.01,21.36
28-07-2009,22.42,36.82,6.47,18.74,16.47,18.09,19.34,23.05,21.34
29-07-2009,21.95,36.01,6.49,18.62,16.45,18.19,19.28,23.12,21.16
30-07-2009,22.55,36.52,6.63,18.99,16.55,18.20,19.53,23.14,21.51
31-07-2009,22.81,36.82,6.69,19.06,16.49,18.16,19.34,22.99,21.58
03-08-2009,23.59,37.81,6.88,19.47,16.70,18.19,19.48,23.11,21.96
04-08-2009,23.54,37.73,7.01,19.57,16.68,18.20,19.25,23.12,22.03
05-08-2009,23.71,37.35,7.25,19.42,16.52,18.04,19.07,22.85,21.90
06-08-2009,23.58,37.05,7.20,19.53,16.41,17.88,19.15,22.63,21.90
07-08-2009,23.71,37.06,7.39,20.02,16.55,17.95,19.29,22.79,22.59
10-08-2009,23.34,37.22,7.35,19.82,16.45,18.01,19.35,22.97,22.36
11-08-2009,23.28,36.62,7.08,19.57,16.28,17.96,19.30,22.93,22.12
12-08-2009,23.49,37.03,7.22,19.93,16.56,17.98,19.43,23.01,22.30
13-08-2009,24.00,37.48,7.37,19.99,16.68,18.06,19.39,23.03,22.36
14-08-2009,23.33,36.91,7.33,19.69,16.52,18.03,19.39,22.96,22.01
17-08-2009,22.47,35.75,7.03,19.12,16.11,17.85,19.14,22.96,21.32
18-08-2009,22.81,36.12,7.16,19.37,16.32,17.91,19.17,22.92,21.60
19-08-2009,23.07,36.77,7.16,19.39,16.40,18.03,19.29,23.21,21.83
20-08-2009,23.14,37.09,7.34,19.65,16.58,18.14,19.43,23.36,22.00
21-08-2009,23.74,38.13,7.49,20.15,16.81,18.33,19.81,23.63,22.43
24-08-2009,23.54,38.62,7.43,20.16,16.81,18.33,19.84,23.73,22.23
25-08-2009,23.49,38.04,7.51,20.29,16.82,18.36,19.74,23.81,22.51
26-08-2009,23.39,38.20,7.51,20.09,16.89,18.44,19.73,23.78,22.62
27-08-2009,23.52,38.21,7.58,20.26,16.92,18.39,19.69,23.80,22.69
28-08-2009,23.65,37.97,7.60,20.17,16.94,18.32,19.69,23.60,22.69
31-08-2009,23.36,37.26,7.56,19.96,16.78,18.39,19.49,23.56,22.30
01-09-2009,22.71,36.60,7.16,19.58,16.42,18.19,19.34,23.21,21.86
02-09-2009,22.83,36.37,7.09,19.51,16.43,18.20,19.19,23.21,21.75
03-09-2009,23.22,36.57,7.26,19.78,16.50,18.27,19.25,23.19,22.04
04-09-2009,23.54,37.15,7.31,20.18,16.81,18.41,19.30,23.50,22.41
08-09-2009,23.86,38.16,7.36,20.37,16.91,18.56,19.35,23.40,22.60
09-09-2009,24.00,38.22,7.47,20.69,17.03,18.55,19.33,23.64,22.87
10-09-2009,24.15,38.92,7.54,20.89,17.29,18.68,19.35,23.80,23.18
11-09-2009,24.11,39.04,7.48,21.00,17.29,18.74,19.29,23.80,23.08
14-09-2009,24.45,39.31,7.58,21.20,17.27,18.73,19.57,23.91,23.16
15-09-2009,25.01,39.72,7.59,21.44,17.37,18.60,19.72,23.73,23.28
16-09-2009,25.33,40.68,7.85,21.70,17.57,18.75,20.02,23.90,23.73
17-09-2009,25.21,40.49,7.83,21.74,17.47,18.71,19.93,23.90,23.65
18-09-2009,25.18,40.38,7.82,21.69,17.53,18.90,19.99,23.84,23.78
21-09-2009,24.97,40.04,7.74,21.58,17.49,18.90,19.90,24.01,23.68
22-09-2009,25.24,40.67,7.92,21.76,17.53,18.91,19.86,23.93,23.75
23-09-2009,24.76,39.81,7.76,21.55,17.52,18.93,19.79,23.66,23.43
24-09-2009,24.26,39.21,7.62,21.23,17.43,18.84,19.75,23.60,23.21
25-09-2009,24.00,39.17,7.54,21.00,17.31,18.79,19.70,23.57,23.04
28-09-2009,24.47,39.81,7.79,21.35,17.61,18.87,19.87,23.88,23.48
29-09-2009,24.51,39.67,7.75,21.31,17.48,18.98,19.92,23.87,23.59
30-09-2009,24.34,39.41,7.70,21.11,17.49,18.99,19.73,23.73,23.47
01-10-2009,23.42,38.27,7.37,20.56,17.03,18.81,19.40,23.37,22.95
02-10-2009,23.27,37.99,7.38,20.31,16.98,18.87,19.22,23.32,22.64
05-10-2009,23.74,38.88,7.61,20.67,17.13,18.92,19.47,23.41,23.04
06-10-2009,24.19,39.79,7.71,20.91,17.44,19.09,19.60,23.61,23.40
07-10-2009,24.25,40.05,7.80,20.83,17.44,19.15,19.57,23.66,23.41
08-10-2009,24.74,41.08,7.80,21.11,17.48,19.29,19.61,23.65,23.77
09-10-2009,24.82,41.12,7.87,21.27,17.64,19.33,19.73,23.90,23.77
12-10-2009,24.87,41.65,7.94,21.23,17.67,19.37,19.84,24.01,23.80
13-10-2009,25.01,41.67,7.85,21.23,17.71,19.34,19.74,23.79,23.92
14-10-2009,25.50,42.40,8.13,21.85,17.93,19.42,19.80,24.12,24.27
15-10-2009,25.61,43.28,8.05,21.83,17.91,19.57,19.96,24.25,24.29
16-10-2009,25.24,43.17,7.85,21.71,17.75,19.67,20.03,24.18,24.19
19-10-2009,25.59,43.74,7.89,21.92,17.93,19.78,20.30,24.39,24.49
20-10-2009,25.33,43.43,7.83,21.78,17.91,19.77,20.08,24.16,24.22
21-10-2009,25.00,43.28,7.69,21.58,17.88,19.59,20.11,23.85,23.88
22-10-2009,25.33,43.51,7.91,21.77,17.97,19.65,20.17,24.00,24.27
23-10-2009,24.82,42.63,7.80,21.39,17.89,19.43,19.85,23.75,24.12
26-10-2009,24.22,41.95,7.60,21.19,17.81,19.29,19.57,23.51,23.99
27-10-2009,24.00,42.30,7.54,20.95,17.69,19.32,19.51,23.62,23.58
28-10-2009,23.25,40.91,7.30,20.49,17.46,19.24,19.32,23.34,22.93
29-10-2009,23.96,42.03,7.61,20.91,17.77,19.56,19.51,23.55,23.53
30-10-2009,23.04,40.47,7.25,20.27,17.33,19.23,19.14,23.21,22.90
02-11-2009,23.29,40.66,7.31,20.47,17.40,19.44,19.09,23.33,23.13
03-11-2009,23.54,41.24,7.34,20.83,17.34,19.31,19.06,23.33,23.18
04-11-2009,23.52,41.20,7.23,20.79,17.46,19.40,19.20,23.65,23.15
05-11-2009,24.10,41.88,7.42,21.33,17.82,19.48,19.51,24.02,23.84
06-11-2009,24.16,41.75,7.39,21.52,17.85,19.54,19.48,24.14,23.99
09-11-2009,24.93,42.57,7.65,22.07,18.31,19.85,19.84,24.54,24.55
10-11-2009,25.01,42.55,7.63,21.97,18.23,19.84,19.92,24.67,24.55
11-11-2009,25.22,42.58,7.73,22.10,18.35,19.90,19.88,24.71,24.67
12-11-2009,25.10,41.65,7.59,21.88,18.26,19.79,19.62,24.58,24.40
13-11-2009,25.21,41.92,7.57,22.03,18.39,19.92,19.78,24.63,24.79
16-11-2009,25.78,42.99,7.66,22.48,18.57,20.07,20.05,24.97,25.20
17-11-2009,26.01,42.92,7.67,22.47,18.68,20.10,19.96,24.98,25.02
18-11-2009,26.00,42.74,7.73,22.38,18.59,20.11,19.88,25.09,24.93
19-11-2009,25.60,41.76,7.58,22.05,18.33,20.02,19.64,24.95,24.66
20-11-2009,25.56,41.36,7.54,22.00,18.22,20.04,19.70,25.13,24.52
23-11-2009,25.78,41.96,7.65,22.30,18.53,20.23,19.96,25.37,24.73
24-11-2009,25.74,42.16,7.61,22.24,18.49,20.25,20.04,25.57,24.70
25-11-2009,26.14,42.58,7.57,22.43,18.52,20.23,20.23,25.71,24.93
27-11-2009,25.48,41.55,7.36,22.04,18.26,20.04,19.90,25.46,24.60
30-11-2009,25.64,41.58,7.57,22.06,18.29,19.95,20.06,25.38,24.50
01-12-2009,26.04,42.19,7.57,22.39,18.54,20.19,20.43,25.77,24.84
02-12-2009,26.33,41.86,7.57,22.35,18.55,20.21,20.70,25.78,24.91
03-12-2009,25.90,41.23,7.42,22.22,18.53,20.06,20.75,25.64,24.74
04-12-2009,25.63,40.92,7.54,22.55,18.66,20.15,20.66,25.63,24.91
07-12-2009,25.64,40.81,7.43,22.52,18.63,20.16,20.83,25.61,25.02
08-12-2009,25.22,40.09,7.36,22.24,18.49,19.88,20.75,25.43,24.81
09-12-2009,25.54,40.14,7.39,22.24,18.62,19.95,20.83,25.59,24.80
10-12-2009,25.47,40.59,7.37,22.34,18.72,20.03,21.08,25.87,25.15
11-12-2009,25.54,40.64,7.42,22.56,18.69,20.12,21.44,25.90,25.44
14-12-2009,25.89,41.03,7.47,22.87,18.83,20.19,21.52,26.13,25.63
15-12-2009,25.61,41.15,7.35,22.77,18.71,20.10,21.44,26.11,25.57
16-12-2009,25.89,41.46,7.40,22.71,18.77,20.02,21.35,26.01,25.60
17-12-2009,25.32,41.13,7.26,22.48,18.56,19.78,21.23,25.77,25.31
18-12-2009,25.35,41.31,7.37,22.45,18.85,19.73,21.34,25.87,25.43
21-12-2009,25.67,41.80,7.47,22.61,19.00,19.88,21.42,26.12,25.76
22-12-2009,25.84,41.99,7.50,22.65,19.12,19.96,21.27,26.20,25.78
23-12-2009,26.21,42.31,7.47,22.65,19.23,20.02,21.29,26.19,25.90
24-12-2009,26.42,42.52,7.52,22.77,19.40,20.08,21.45,26.17,25.93
28-12-2009,26.48,42.61,7.51,22.74,19.46,20.14,21.50,26.32,25.91
29-12-2009,26.44,42.29,7.48,22.78,19.42,20.15,21.48,26.26,25.96
30-12-2009,26.49,42.24,7.48,22.70,19.50,20.13,21.48,26.21,25.86
31-12-2009,26.15,41.90,7.46,22.42,19.30,19.90,21.16,25.91,25.62
04-01-2010,26.92,43.24,7.61,22.81,19.59,20.11,21.21,26.29,25.78
05-01-2010,27.04,43.66,7.74,22.89,19.59,20.08,20.97,26.13,25.89
06-01-2010,27.41,44.14,7.77,22.95,19.38,20.06,21.07,26.28,25.90
07-01-2010,27.29,44.06,7.93,23.19,19.30,20.06,20.97,26.38,26.12
08-01-2010,27.62,44.36,7.89,23.57,19.42,19.98,20.95,26.44,26.11
11-01-2010,27.52,44.28,7.89,23.85,19.36,20.05,21.18,26.56,26.07
12-01-2010,26.99,43.62,7.77,23.61,19.14,20.16,21.09,26.40,25.75
13-01-2010,27.28,43.87,7.86,23.74,19.31,20.29,21.29,26.76,26.01
14-01-2010,26.99,43.95,7.91,23.73,19.38,20.27,21.22,26.98,26.01
15-01-2010,26.72,43.56,7.74,23.44,19.12,20.13,21.08,26.83,25.79
19-01-2010,27.17,44.02,7.84,23.67,19.42,20.27,21.34,27.41,26.09
20-01-2010,26.73,43.29,7.83,23.35,19.12,20.12,21.10,27.24,25.76
21-01-2010,25.56,42.39,7.60,22.82,18.94,19.82,20.80,26.63,25.44
22-01-2010,24.99,41.35,7.35,22.45,18.27,19.77,20.36,26.32,24.97
25-01-2010,25.20,41.67,7.38,22.55,18.41,19.81,20.47,26.33,25.05
26-01-2010,24.90,41.45,7.27,22.52,18.39,19.82,20.55,26.20,25.08
27-01-2010,24.72,41.22,7.43,22.57,18.49,19.84,20.44,26.37,25.18
28-01-2010,24.26,40.79,7.41,22.28,18.00,19.79,20.26,26.18,25.00
29-01-2010,23.89,40.10,7.35,22.05,17.66,19.72,20.13,26.04,24.85
01-02-2010,24.80,41.36,7.47,22.40,17.91,19.89,20.26,26.16,25.16
02-02-2010,24.87,41.97,7.55,22.82,18.05,20.16,20.43,26.66,25.49
03-02-2010,24.61,41.63,7.46,22.73,18.09,20.03,20.30,26.37,25.53
04-02-2010,23.66,39.92,7.14,22.05,17.59,19.56,19.77,25.69,24.80
05-02-2010,24.11,39.89,7.23,21.95,17.76,19.57,19.70,25.64,24.69
08-02-2010,23.72,39.53,7.07,21.71,17.68,19.52,19.49,25.54,24.60
09-02-2010,24.31,40.38,7.15,22.11,17.85,19.78,19.68,25.70,24.97
10-02-2010,24.16,40.19,7.21,22.05,17.79,19.73,19.62,25.57,24.82
11-02-2010,24.56,40.91,7.22,22.42,17.98,19.90,19.72,25.74,25.12
12-02-2010,24.56,40.86,7.23,22.27,17.99,19.86,19.63,25.72,25.14
16-02-2010,25.12,41.88,7.38,22.76,18.26,20.11,19.98,25.90,25.52
17-02-2010,25.14,41.79,7.41,22.93,18.33,20.24,19.93,26.12,25.74
18-02-2010,25.43,42.03,7.45,23.15,18.45,20.38,20.04,26.21,25.89
19-02-2010,25.55,42.18,7.49,23.27,18.41,20.41,20.32,26.20,25.97
22-02-2010,25.45,41.61,7.58,23.28,18.37,20.38,20.19,26.20,25.95
23-02-2010,25.02,40.89,7.45,22.99,18.14,20.29,20.04,25.91,25.81
24-02-2010,25.00,41.17,7.58,23.21,18.31,20.41,20.06,26.11,26.15
25-02-2010,24.93,41.20,7.57,23.19,18.26,20.45,20.02,26.11,26.17
26-02-2010,24.93,41.28,7.61,23.26,18.28,20.34,19.87,26.14,26.22
01-03-2010,25.32,41.69,7.63,23.52,18.52,20.49,20.14,26.37,26.64
02-03-2010,25.55,42.04,7.65,23.60,18.49,20.56,20.23,26.48,26.56
03-03-2010,25.83,42.20,7.66,23.62,18.49,20.57,20.21,26.35,26.57
04-03-2010,25.91,42.00,7.73,23.74,18.57,20.64,20.22,26.29,26.83
05-03-2010,26.33,42.81,7.89,24.10,18.80,20.76,20.43,26.64,27.38
08-03-2010,26.23,42.70,7.90,23.97,18.89,20.69,20.47,26.50,27.37
09-03-2010,26.08,42.70,7.93,24.17,18.99,20.65,20.41,26.46,27.35
10-03-2010,26.09,43.04,8.01,24.25,19.11,20.62,20.43,26.49,27.45
11-03-2010,26.24,43.00,8.08,24.31,19.19,20.67,20.47,26.68,27.59
12-03-2010,26.38,43.02,8.05,24.48,19.20,20.68,20.35,26.52,27.67
15-03-2010,26.30,42.56,8.05,24.49,19.16,20.84,20.43,26.66,27.69
16-03-2010,26.72,42.98,8.15,24.78,19.29,20.93,20.65,26.76,27.84
17-03-2010,26.88,43.43,8.24,24.86,19.37,21.03,20.73,26.75,27.99
18-03-2010,26.68,42.79,8.20,25.01,19.40,21.02,20.65,27.00,27.99
19-03-2010,26.44,42.26,8.15,24.91,19.27,20.98,20.61,26.92,27.83
22-03-2010,26.79,42.17,8.20,25.00,19.44,21.10,20.49,27.11,28.20
23-03-2010,27.12,42.33,8.25,25.27,19.61,21.28,20.55,27.21,28.31
24-03-2010,27.05,42.09,8.26,25.12,19.49,21.07,20.34,26.96,28.20
25-03-2010,26.52,41.37,8.30,25.07,19.53,21.07,20.21,26.83,28.35
26-03-2010,26.73,41.40,8.31,25.14,19.49,21.09,20.25,26.64,28.48
29-03-2010,26.97,42.22,8.33,25.37,19.53,21.21,20.51,26.89,28.48
30-03-2010,27.04,42.25,8.27,25.43,19.60,21.23,20.48,26.91,28.49
31-03-2010,26.89,42.46,8.28,25.27,19.49,21.12,20.41,26.83,28.28
01-04-2010,27.36,43.21,8.36,25.42,19.51,21.24,20.68,26.96,28.47
05-04-2010,27.69,43.98,8.45,25.62,19.72,21.24,20.79,26.90,28.82
06-04-2010,27.75,43.98,8.53,25.63,19.74,21.17,20.98,26.84,28.85
07-04-2010,27.56,43.53,8.49,25.47,19.67,21.07,20.79,26.74,28.72
08-04-2010,27.65,43.74,8.56,25.57,19.70,21.07,20.66,26.68,29.01
09-04-2010,27.71,44.17,8.59,25.71,19.87,21.20,20.80,26.79,29.26
12-04-2010,27.59,44.31,8.63,25.78,19.92,21.23,20.86,26.74,29.26
13-04-2010,27.50,44.10,8.66,25.82,19.97,21.20,20.78,26.76,29.44
14-04-2010,27.70,44.53,8.86,26.14,20.24,21.21,20.78,26.63,29.88
15-04-2010,27.70,44.54,8.82,26.38,20.34,21.18,20.75,26.57,29.99
16-04-2010,27.21,43.78,8.49,25.95,20.06,21.11,20.53,26.42,29.58
19-04-2010,27.25,43.80,8.58,25.94,20.13,21.17,20.57,26.63,29.65
20-04-2010,27.32,44.71,8.69,26.17,20.21,21.23,20.81,26.69,29.99
21-04-2010,27.27,44.63,8.64,26.40,20.26,21.23,20.82,26.21,30.14
22-04-2010,27.51,44.71,8.69,26.61,20.30,21.22,20.90,25.89,30.65
23-04-2010,27.87,45.80,8.72,26.82,20.36,21.19,21.08,26.16,30.77
26-04-2010,27.88,45.66,8.58,26.86,20.33,21.14,20.99,25.88,30.96
27-04-2010,26.93,44.28,8.29,26.18,19.94,20.77,20.62,25.60,30.07
28-04-2010,27.20,44.73,8.40,26.40,20.01,20.92,20.83,25.78,29.98
29-04-2010,27.42,44.79,8.60,26.98,20.20,21.00,20.86,26.11,30.61
30-04-2010,26.97,44.23,8.39,26.35,19.79,20.87,20.95,25.79,29.98
03-05-2010,26.97,44.71,8.55,26.91,20.05,20.99,21.23,25.93,30.60
04-05-2010,26.00,43.52,8.32,26.02,19.49,20.79,20.84,25.74,29.69
05-05-2010,25.83,42.82,8.28,25.68,19.41,20.86,20.69,25.83,29.28
06-05-2010,24.96,41.34,7.92,24.80,18.82,20.31,20.13,25.12,28.17
07-05-2010,24.66,40.58,7.84,24.29,18.38,20.21,20.02,24.80,27.69
10-05-2010,25.85,42.31,8.28,25.69,19.23,20.75,20.65,25.47,29.15
11-05-2010,25.52,42.03,8.24,25.63,19.16,20.77,20.67,25.43,29.17
12-05-2010,26.05,42.65,8.34,26.18,19.60,20.91,20.88,25.63,29.55
13-05-2010,25.72,42.31,8.19,25.80,19.34,20.81,20.76,25.38,28.92
14-05-2010,25.07,41.48,7.98,25.26,18.96,20.63,20.60,25.01,28.45
17-05-2010,25.05,41.07,7.98,25.16,19.04,20.81,20.62,25.03,28.62
18-05-2010,24.67,40.74,7.75,24.87,18.77,20.71,20.42,24.83,28.10
19-05-2010,24.61,40.29,7.76,24.51,18.62,20.67,20.22,24.79,27.87
20-05-2010,23.51,38.46,7.40,23.44,18.03,20.01,19.58,23.97,26.85
21-05-2010,24.11,39.15,7.75,23.80,18.17,20.12,19.71,24.03,27.32
24-05-2010,23.69,38.28,7.44,23.44,18.07,19.96,19.53,23.98,27.12
25-05-2010,24.11,38.32,7.51,23.40,18.04,19.78,19.41,23.87,27.40
26-05-2010,23.86,38.26,7.45,23.48,17.85,19.60,19.37,23.72,27.28
27-05-2010,24.84,39.94,7.80,24.27,18.47,20.01,19.77,24.21,28.30
28-05-2010,24.40,39.08,7.62,23.93,18.30,19.90,19.76,24.07,27.87
01-06-2010,23.59,37.26,7.47,23.41,18.12,19.85,19.33,23.81,27.46
02-06-2010,24.32,38.96,7.70,24.01,18.51,20.21,19.74,24.36,28.12
03-06-2010,24.06,39.42,7.66,24.14,18.72,20.24,19.93,24.48,28.21
04-06-2010,23.10,38.04,7.35,23.02,18.14,19.73,19.36,23.77,27.17
07-06-2010,22.67,37.70,7.20,22.41,17.84,19.56,19.47,23.75,26.66
08-06-2010,23.23,38.34,7.34,22.63,17.89,19.85,19.73,23.79,26.86
09-06-2010,23.19,37.92,7.28,22.64,17.76,19.84,19.61,23.65,26.92
10-06-2010,24.03,39.87,7.52,23.48,18.23,20.15,20.11,24.14,27.77
11-06-2010,24.32,40.08,7.54,23.61,18.39,20.02,20.12,24.36,27.78
14-06-2010,24.09,39.93,7.50,23.59,18.35,20.10,20.20,24.39,27.84
15-06-2010,24.69,41.05,7.69,24.29,18.83,20.32,20.60,24.80,28.50
16-06-2010,24.67,41.01,7.69,24.24,18.88,20.20,20.74,24.88,28.31
17-06-2010,24.55,40.96,7.68,24.29,18.94,20.34,20.88,24.90,28.13
18-06-2010,24.68,41.23,7.72,24.38,18.95,20.31,20.92,24.83,28.07
21-06-2010,24.81,41.12,7.70,24.44,18.82,20.25,20.76,24.72,27.82
22-06-2010,24.24,39.95,7.59,23.84,18.67,20.05,20.26,24.51,27.20
23-06-2010,24.26,39.60,7.57,23.77,18.60,20.12,20.05,24.44,27.20
24-06-2010,23.67,38.77,7.41,23.34,18.27,19.93,19.97,24.25,26.55
25-06-2010,23.99,38.92,7.62,23.51,18.21,19.70,20.05,24.34,26.60
28-06-2010,23.68,38.35,7.55,23.36,18.23,19.86,20.20,24.30,26.43
29-06-2010,22.85,37.01,7.27,22.45,17.59,19.56,19.78,23.84,25.48
30-06-2010,22.55,36.83,7.18,22.29,17.30,19.38,19.62,23.64,25.17
01-07-2010,22.43,36.71,7.12,22.20,17.26,19.45,19.57,23.45,25.38
02-07-2010,22.35,36.59,7.04,21.97,17.23,19.37,19.58,23.50,25.09
06-07-2010,22.38,36.97,7.08,21.99,17.36,19.49,19.82,23.64,25.09
07-07-2010,23.29,38.27,7.40,22.77,17.97,19.87,20.42,24.09,25.82
08-07-2010,23.64,38.81,7.44,23.08,18.05,20.15,20.59,24.31,25.99
09-07-2010,24.19,39.01,7.56,23.27,18.15,20.16,20.72,24.36,26.25
12-07-2010,23.91,38.92,7.57,23.14,18.26,20.21,20.80,24.32,26.30
13-07-2010,24.49,39.40,7.75,23.58,18.48,20.39,20.87,24.48,26.94
14-07-2010,24.48,39.30,7.69,23.63,18.63,20.43,20.87,24.50,26.79
15-07-2010,24.46,39.29,7.68,23.61,18.64,20.47,20.99,24.58,26.89
16-07-2010,23.76,38.24,7.35,22.83,18.13,20.20,20.66,24.05,25.94
19-07-2010,23.82,38.59,7.35,22.96,18.32,20.21,20.96,24.17,26.19
20-07-2010,24.52,39.45,7.43,23.32,18.45,20.48,21.16,24.10,26.58
21-07-2010,24.39,38.88,7.30,23.24,18.22,20.27,20.84,23.69,26.10
22-07-2010,24.97,39.73,7.52,23.99,18.70,20.47,21.17,23.85,26.90
23-07-2010,25.48,39.85,7.57,24.45,18.82,20.67,21.21,23.87,27.24
26-07-2010,25.65,40.25,7.69,24.85,18.95,20.76,21.33,24.21,27.65
27-07-2010,25.49,40.02,7.70,24.68,18.98,20.84,21.67,24.21,27.32
28-07-2010,25.37,39.95,7.64,24.62,18.85,20.74,21.58,23.89,27.12
29-07-2010,25.36,40.01,7.66,24.58,18.68,20.49,21.24,23.89,26.98
30-07-2010,25.48,39.94,7.66,24.60,18.61,20.52,21.12,23.94,27.15
02-08-2010,26.16,41.34,7.85,25.10,18.98,20.76,21.54,24.41,27.70
03-08-2010,25.73,41.32,7.76,24.99,18.91,20.59,21.46,24.60,27.33
04-08-2010,25.92,41.63,7.79,25.18,19.03,20.66,21.52,24.86,27.76
05-08-2010,26.01,41.74,7.76,25.21,18.96,20.57,21.52,24.85,27.82
06-08-2010,25.91,41.22,7.70,25.08,18.91,20.61,21.54,24.93,27.69
09-08-2010,26.02,41.41,7.74,25.23,19.02,20.72,21.65,25.00,27.92
10-08-2010,25.75,41.11,7.67,25.05,18.85,20.78,21.74,25.06,27.71
11-08-2010,24.93,39.87,7.39,24.12,18.39,20.41,21.33,24.41,26.96
12-08-2010,25.01,39.64,7.34,23.91,18.14,20.40,21.26,24.50,26.85
13-08-2010,24.94,39.53,7.33,23.88,18.04,20.39,21.33,24.41,26.57
16-08-2010,25.05,39.56,7.31,23.85,18.09,20.39,21.35,24.31,26.56
17-08-2010,25.64,40.21,7.35,24.31,18.30,20.57,21.55,24.62,26.98
18-08-2010,25.73,39.81,7.39,24.35,18.39,20.59,21.44,24.58,27.22
19-08-2010,25.16,39.16,7.22,23.84,18.16,20.34,21.13,24.16,26.73
20-08-2010,25.09,38.67,7.20,23.70,18.12,20.34,21.18,24.06,26.68
23-08-2010,24.81,38.70,7.15,23.45,17.98,20.39,21.31,24.15,26.46
24-08-2010,24.22,38.12,7.03,22.98,17.73,20.31,21.36,23.66,26.04
25-08-2010,24.29,38.00,7.05,22.92,17.81,20.33,21.35,23.88,26.28
26-08-2010,24.30,37.61,6.99,22.89,17.66,20.21,21.24,23.72,26.10
27-08-2010,25.01,38.64,7.15,23.39,17.85,20.32,21.63,23.94,26.50
30-08-2010,24.63,38.09,7.00,22.99,17.63,20.14,21.34,23.68,26.04
31-08-2010,24.72,37.95,7.06,22.93,17.58,20.18,21.42,23.59,26.09
01-09-2010,25.47,39.36,7.33,23.83,18.02,20.52,21.89,24.13,26.96
02-09-2010,25.76,39.77,7.40,24.14,18.16,20.64,21.87,24.25,27.46
03-09-2010,26.07,40.19,7.55,24.50,18.43,20.76,21.99,24.47,27.89
07-09-2010,25.83,39.56,7.38,24.27,18.30,20.68,21.88,24.33,27.43
