Date,XLB,XLE,XLF,XLI,XLK,XLP,XLU,XLV,XLY
20-08-2003,15.69,16.23,11.18,17.02,14.06,13.27,11.40,21.09,22.75
21-08-2003,15.77,16.38,11.17,17.22,14.17,13.32,11.44,20.97,22.92
22-08-2003,15.53,16.13,10.96,17.06,14.16,13.20,11.28,20.70,22.69
25-08-2003,15.45,16.13,10.99,16.91,14.09,13.28,11.34,20.79,22.54
26-08-2003,15.47,16.16,11.02,17.02,14.16,13.30,11.40,20.82,22.70
27-08-2003,15.56,16.21,10.97,16.99,14.26,13.35,11.41,20.84,22.73
28-08-2003,15.73,16.46,11.02,17.12,14.34,13.39,11.44,20.85,22.82
29-08-2003,15.73,16.48,11.09,17.12,14.42,13.38,11.46,20.91,23.10
02-09-2003,15.90,16.60,11.24,17.37,14.71,13.55,11.68,21.25,23.39
03-09-2003,15.90,16.61,11.29,17.51,14.86,13.58,11.73,21.15,23.41
04-09-2003,15.78,16.58,11.24,17.49,15.00,13.64,11.72,21.20,23.48
05-09-2003,15.70,16.51,11.19,17.30,14.92,13.50,11.71,21.15,23.25
08-09-2003,15.83,16.74,11.30,17.39,15.19,13.54,11.78,21.52,23.26
09-09-2003,15.77,16.56,11.25,17.20,14.99,13.37,11.76,21.58,22.85
10-09-2003,15.47,16.38,11.09,17.00,14.59,13.38,11.74,21.62,22.52
11-09-2003,15.52,16.35,11.11,17.15,14.73,13.48,11.74,21.74,22.70
12-09-2003,15.77,16.37,11.13,17.14,14.77,13.49,11.81,21.78,22.62
15-09-2003,15.70,16.26,11.09,17.16,14.69,13.47,11.72,21.72,22.70
16-09-2003,15.79,16.29,11.26,17.38,15.06,13.48,11.83,21.86,23.06
17-09-2003,15.55,16.08,11.26,17.31,15.04,13.55,11.80,21.81,23.03
18-09-2003,15.67,16.18,11.55,17.52,15.25,13.63,11.93,21.88,23.18
19-09-2003,15.74,16.29,11.51,17.44,15.27,13.60,11.98,21.71,23.08
22-09-2003,15.48,16.20,11.38,17.21,14.98,13.49,11.88,21.41,22.70
23-09-2003,15.55,16.29,11.44,17.28,15.06,13.57,11.93,21.57,22.90
24-09-2003,15.27,16.33,11.24,16.94,14.55,13.45,11.80,21.16,22.47
25-09-2003,15.05,16.22,11.19,16.81,14.44,13.43,11.82,21.07,22.37
26-09-2003,15.00,16.08,11.13,16.63,14.36,13.40,11.93,20.97,22.12
29-09-2003,15.24,16.10,11.25,16.81,14.59,13.40,12.05,21.07,22.09
30-09-2003,15.04,16.16,11.17,16.64,14.27,13.34,12.01,21.04,21.99
01-10-2003,15.27,16.39,11.45,17.01,14.58,13.58,12.06,21.34,22.61
02-10-2003,15.37,16.50,11.47,17.06,14.55,13.58,12.16,21.49,22.68
03-10-2003,15.55,16.59,11.54,17.23,14.98,13.69,12.20,21.37,22.98
06-10-2003,15.55,16.71,11.61,17.24,15.07,13.74,12.18,21.30,23.15
07-10-2003,15.62,16.77,11.69,17.30,15.17,13.81,12.13,21.29,23.24
08-10-2003,15.68,16.66,11.67,17.24,15.06,13.77,12.08,21.18,23.08
09-10-2003,15.73,16.61,11.70,17.36,15.12,13.79,12.15,21.21,23.39
10-10-2003,15.71,16.72,11.71,17.26,15.25,13.76,12.08,21.19,23.42
13-10-2003,15.85,16.79,11.88,17.33,15.30,13.83,12.10,21.22,23.66
14-10-2003,15.95,16.73,11.95,17.46,15.29,13.91,12.19,21.25,23.79
15-10-2003,15.94,16.49,11.93,17.44,15.35,13.89,12.05,21.20,23.69
16-10-2003,16.02,16.66,11.94,17.42,15.39,13.91,12.09,21.31,23.79
17-10-2003,15.84,16.53,11.83,17.33,15.15,13.82,12.01,21.07,23.46
20-10-2003,15.90,16.54,11.83,17.37,15.33,13.83,12.07,21.18,23.43
21-10-2003,15.94,16.59,11.82,17.35,15.42,13.81,12.06,21.37,23.51
22-10-2003,15.68,16.37,11.67,17.19,15.19,13.74,12.05,20.80,23.18
23-10-2003,15.75,16.38,11.76,17.19,15.10,13.74,12.07,21.01,23.18
24-10-2003,15.72,16.34,11.73,17.19,14.85,13.73,12.03,21.06,23.20
27-10-2003,15.83,16.27,11.73,17.20,14.93,13.72,12.08,21.02,23.46
28-10-2003,15.99,16.32,11.87,17.40,15.30,13.87,12.05,21.19,23.99
29-10-2003,16.17,16.28,11.90,17.53,15.34,13.94,12.04,21.11,23.95
30-10-2003,16.46,16.16,11.89,17.65,15.33,13.92,12.13,20.93,24.02
31-10-2003,16.43,16.31,11.94,17.69,15.35,13.98,12.12,21.11,23.97
03-11-2003,16.47,16.22,12.07,17.80,15.66,14.07,12.20,21.05,24.17
04-11-2003,16.43,16.18,12.01,17.81,15.54,14.02,12.12,20.90,24.04
05-11-2003,16.38,16.21,11.98,17.80,15.58,13.97,12.11,20.89,24.02
06-11-2003,16.43,16.22,12.04,17.89,15.68,14.05,12.04,21.00,24.19
07-11-2003,16.49,16.26,11.91,17.83,15.65,14.05,11.98,20.81,24.26
10-11-2003,16.25,16.24,11.93,17.66,15.44,13.98,11.96,20.64,23.97
11-11-2003,16.21,16.23,11.89,17.60,15.40,14.02,11.97,20.70,23.93
12-11-2003,16.47,16.32,11.97,17.87,15.74,14.13,12.01,21.08,24.17
13-11-2003,16.45,16.47,11.94,17.88,15.60,13.97,11.98,21.57,24.08
14-11-2003,16.36,16.51,11.80,17.74,15.39,13.89,11.99,21.89,23.83
17-11-2003,16.25,16.30,11.76,17.62,15.15,13.90,11.87,21.82,23.61
18-11-2003,16.20,16.22,11.62,17.61,14.98,13.85,11.68,21.69,23.30
19-11-2003,16.22,16.26,11.71,17.77,15.12,13.92,11.84,21.89,23.45
20-11-2003,16.08,16.19,11.61,17.64,14.94,13.82,11.80,21.58,23.43
21-11-2003,16.12,16.09,11.67,17.65,15.04,13.85,11.79,21.37,23.53
24-11-2003,16.34,16.19,11.79,17.86,15.44,14.04,11.96,21.71,24.00
25-11-2003,16.57,16.30,11.85,18.01,15.41,14.08,12.03,21.60,24.23
26-11-2003,16.77,16.43,11.91,18.01,15.47,14.06,12.14,21.60,24.22
28-11-2003,16.77,16.44,11.91,18.03,15.54,14.11,12.11,21.56,24.22
01-12-2003,17.31,16.61,12.04,18.29,15.69,14.08,12.18,21.88,24.45
02-12-2003,17.26,16.72,12.00,18.26,15.62,13.96,12.20,21.92,24.26
03-12-2003,17.43,16.63,11.99,18.27,15.56,13.97,12.18,21.98,24.20
04-12-2003,17.55,17.05,12.01,18.26,15.76,14.02,12.20,22.02,24.11
05-12-2003,17.39,17.12,11.91,18.19,15.47,14.00,12.25,21.85,23.87
08-12-2003,17.68,17.34,12.02,18.36,15.51,14.01,12.30,22.02,23.97
09-12-2003,17.65,17.35,11.92,18.36,15.19,13.96,12.23,21.90,23.90
10-12-2003,17.40,17.36,11.88,18.32,15.29,13.95,12.25,21.77,23.74
11-12-2003,17.62,17.41,11.99,18.61,15.55,13.97,12.31,22.05,24.10
12-12-2003,17.78,17.64,12.05,18.64,15.54,14.06,12.34,22.11,24.23
15-12-2003,17.73,17.41,11.98,18.66,15.36,13.97,12.32,22.07,24.11
16-12-2003,17.75,17.65,12.09,18.77,15.45,14.10,12.39,22.16,24.07
17-12-2003,17.85,17.86,12.06,18.79,15.42,14.09,12.47,22.20,24.30
18-12-2003,18.00,18.34,12.17,19.00,15.69,14.16,12.58,22.37,24.54
19-12-2003,18.01,18.31,12.20,19.02,15.64,14.11,12.61,22.33,24.68
22-12-2003,18.20,18.31,12.27,19.17,15.65,14.19,12.73,22.31,24.76
23-12-2003,18.23,18.21,12.30,19.19,15.80,14.20,12.81,22.36,24.85
24-12-2003,18.16,18.39,12.28,19.11,15.75,14.15,12.82,22.41,24.75
26-12-2003,18.31,18.43,12.28,19.07,15.78,14.16,12.83,22.47,24.86
29-12-2003,18.60,18.68,12.44,19.31,16.06,14.26,12.93,22.65,25.08
30-12-2003,18.49,18.72,12.45,19.20,16.04,14.28,12.96,22.71,25.00
31-12-2003,18.48,18.66,12.48,19.27,16.05,14.36,12.94,22.81,25.19
02-01-2004,18.36,18.57,12.39,19.21,16.07,14.23,12.91,22.86,24.97
05-01-2004,18.71,18.94,12.51,19.41,16.49,14.28,12.90,22.99,25.19
06-01-2004,18.57,18.92,12.52,19.37,16.61,14.31,12.90,23.03,25.28
07-01-2004,18.47,18.73,12.53,19.40,16.72,14.26,12.97,23.17,25.39
08-01-2004,18.68,18.78,12.57,19.50,17.04,14.24,12.96,23.08,25.35
09-01-2004,18.33,18.88,12.53,19.32,16.82,14.16,12.93,22.92,25.22
12-01-2004,18.31,18.92,12.58,19.42,17.05,14.20,12.92,22.90,25.15
13-01-2004,18.09,18.94,12.50,19.31,16.83,14.17,12.89,22.82,25.11
14-01-2004,18.16,18.89,12.62,19.58,17.01,14.22,13.01,22.93,25.31
15-01-2004,18.00,18.58,12.72,19.65,17.11,14.24,12.96,22.99,25.39
16-01-2004,18.05,18.75,12.77,19.97,17.33,14.24,12.94,23.05,25.39
20-01-2004,18.08,19.20,12.75,19.72,17.37,14.19,13.06,23.03,25.21
21-01-2004,18.12,19.33,12.94,19.86,17.27,14.26,13.24,23.36,25.51
22-01-2004,17.89,19.24,12.94,19.77,17.07,14.23,13.28,23.40,25.71
23-01-2004,17.57,19.41,12.87,19.70,17.01,14.32,13.21,23.28,25.63
26-01-2004,17.73,19.56,13.06,19.95,17.33,14.46,13.12,23.58,25.74
27-01-2004,17.71,19.48,12.96,19.80,17.06,14.39,13.10,23.43,25.51
28-01-2004,17.54,19.21,12.74,19.45,16.78,14.24,13.12,23.23,24.90
29-01-2004,17.43,19.19,12.84,19.42,16.69,14.44,13.17,23.57,25.06
30-01-2004,17.64,19.01,12.87,19.42,16.70,14.36,13.18,23.44,25.04
02-02-2004,17.55,19.12,12.92,19.38,16.71,14.42,13.13,23.71,24.97
03-02-2004,17.46,19.04,12.94,19.31,16.72,14.49,13.24,23.89,24.83
04-02-2004,17.34,18.91,12.84,19.22,16.31,14.58,13.03,23.97,24.80
05-02-2004,17.55,18.74,12.83,19.40,16.33,14.67,12.95,23.85,24.99
06-02-2004,17.91,18.84,13.02,19.48,16.68,14.78,13.08,24.03,25.26
09-02-2004,17.93,19.08,12.99,19.43,16.57,14.80,13.14,23.82,25.29
10-02-2004,18.02,19.35,13.03,19.42,16.66,14.87,13.25,23.89,25.51
11-02-2004,18.47,19.62,13.22,19.63,16.83,14.84,13.28,24.12,25.76
12-02-2004,18.41,19.68,13.21,19.62,16.72,14.87,13.22,24.05,25.63
13-02-2004,18.26,19.60,13.18,19.53,16.57,14.78,13.18,23.92,25.38
17-02-2004,18.46,19.79,13.29,19.66,16.78,14.91,13.28,24.00,25.67
18-02-2004,18.38,19.58,13.21,19.58,16.73,14.89,13.30,23.91,25.55
19-02-2004,18.50,19.57,13.18,19.42,16.48,14.96,13.24,23.83,25.58
20-02-2004,18.33,19.56,13.15,19.39,16.41,15.08,13.14,23.70,25.39
23-02-2004,18.35,19.72,13.17,19.32,16.20,15.17,13.16,23.65,25.27
24-02-2004,18.43,19.74,13.11,19.32,16.20,15.07,13.09,23.76,25.25
25-02-2004,18.47,19.85,13.17,19.27,16.33,15.12,13.24,23.79,25.39
26-02-2004,18.46,19.91,13.17,19.28,16.36,15.12,13.31,23.76,25.55
27-02-2004,18.56,19.99,13.22,19.27,16.28,15.18,13.45,23.69,25.59
01-03-2004,18.85,20.39,13.31,19.37,16.46,15.34,13.52,23.74,25.75
02-03-2004,18.62,20.19,13.25,19.31,16.46,15.20,13.48,23.61,25.67
03-03-2004,18.51,20.22,13.33,19.30,16.33,15.28,13.47,23.73,25.70
04-03-2004,18.62,20.13,13.36,19.37,16.50,15.24,13.54,23.81,25.85
05-03-2004,18.61,20.33,13.47,19.42,16.36,15.25,13.65,23.95,25.99
08-03-2004,18.41,20.38,13.40,19.09,16.02,15.25,13.62,23.92,25.64
09-03-2004,18.11,20.23,13.31,18.96,15.95,15.24,13.54,23.65,25.51
10-03-2004,17.62,19.90,13.10,18.67,15.73,15.21,13.38,23.31,25.15
11-03-2004,17.48,19.42,12.90,18.33,15.52,14.91,13.25,22.77,24.68
12-03-2004,17.75,19.79,13.09,18.64,15.84,14.91,13.32,22.89,25.07
15-03-2004,17.32,19.76,12.87,18.43,15.53,14.74,13.32,22.70,24.65
16-03-2004,17.48,19.74,12.99,18.62,15.61,14.77,13.40,22.84,24.79
17-03-2004,17.74,20.08,13.16,18.85,15.84,14.97,13.62,22.82,25.15
18-03-2004,17.70,20.26,13.17,18.87,15.71,15.00,13.55,22.80,25.08
19-03-2004,17.70,19.84,13.06,18.66,15.52,14.94,13.50,22.44,24.94
22-03-2004,17.36,19.66,12.85,18.38,15.27,14.76,13.36,22.15,24.56
23-03-2004,17.43,19.54,12.84,18.33,15.22,14.71,13.35,22.23,24.52
24-03-2004,17.33,19.10,12.75,18.33,15.36,14.75,13.34,22.12,24.63
25-03-2004,17.80,19.06,12.88,18.66,15.81,14.96,13.37,22.23,25.06
26-03-2004,17.83,19.25,12.87,18.74,15.75,14.89,13.41,22.31,25.04
29-03-2004,18.09,19.35,13.03,18.95,15.92,15.07,13.47,22.62,25.27
30-03-2004,18.22,19.72,13.10,19.07,15.95,15.14,13.54,22.57,25.46
31-03-2004,18.18,19.88,13.06,19.08,15.86,15.13,13.58,22.70,25.50
01-04-2004,18.26,19.63,13.20,19.15,16.01,15.08,13.66,22.86,25.52
02-04-2004,18.56,19.73,13.13,19.42,16.41,15.10,13.63,23.13,25.76
05-04-2004,18.50,19.83,13.21,19.59,16.58,15.15,13.64,23.40,26.04
06-04-2004,18.62,19.84,13.19,19.64,16.40,15.23,13.65,23.32,25.98
07-04-2004,18.38,19.84,13.14,19.47,16.28,15.19,13.49,23.22,25.79
08-04-2004,18.27,20.05,13.12,19.43,16.31,15.11,13.47,23.06,25.63
12-04-2004,18.47,20.44,13.20,19.61,16.35,15.17,13.25,23.25,25.85
13-04-2004,18.08,20.21,12.93,19.32,16.15,15.04,13.02,23.04,25.36
14-04-2004,18.13,20.26,12.75,19.25,16.13,15.12,12.99,23.23,25.32
15-04-2004,18.25,20.53,12.70,19.36,15.96,15.18,13.11,23.70,25.33
16-04-2004,18.44,20.68,12.83,19.54,15.79,15.30,13.13,23.88,25.54
19-04-2004,18.38,20.65,12.80,19.43,15.97,15.31,13.07,23.80,25.56
20-04-2004,18.03,20.22,12.60,19.23,15.66,15.23,12.99,23.42,25.40
21-04-2004,17.83,20.15,12.57,19.36,15.84,15.27,12.98,23.66,25.43
22-04-2004,18.43,20.56,12.78,19.78,16.11,15.39,13.16,23.82,25.94
23-04-2004,18.29,20.40,12.73,19.69,16.31,15.43,13.17,23.78,25.84
26-04-2004,18.18,20.53,12.67,19.55,16.12,15.37,13.21,23.65,25.63
27-04-2004,18.22,20.92,12.72,19.61,16.07,15.41,13.20,23.76,25.81
28-04-2004,17.61,20.64,12.52,19.35,15.80,15.27,13.21,23.53,25.48
29-04-2004,17.39,20.15,12.51,19.18,15.56,15.32,13.04,23.38,25.33
30-04-2004,17.29,20.23,12.48,19.10,15.29,15.37,13.15,23.42,25.14
03-05-2004,17.36,20.70,12.56,19.28,15.37,15.43,13.11,23.71,25.24
04-05-2004,17.51,20.70,12.61,19.33,15.47,15.37,13.17,23.67,25.22
05-05-2004,17.45,20.77,12.62,19.34,15.55,15.39,13.05,23.81,25.28
06-05-2004,17.27,20.65,12.47,19.24,15.48,15.31,13.11,23.72,24.90
07-05-2004,16.66,20.20,12.21,18.95,15.40,15.17,12.73,23.56,24.32
10-05-2004,16.63,19.58,12.08,18.62,15.34,15.11,12.54,23.25,23.99
11-05-2004,16.84,19.96,12.16,18.74,15.53,15.08,12.47,23.28,24.35
12-05-2004,16.81,20.04,12.30,18.90,15.50,15.00,12.49,23.36,24.43
13-05-2004,16.95,20.02,12.31,18.87,15.50,14.98,12.52,23.32,24.32
14-05-2004,16.88,20.24,12.32,18.87,15.29,15.04,12.61,23.28,24.36
17-05-2004,16.56,20.23,12.16,18.66,15.09,14.96,12.48,23.22,23.97
18-05-2004,16.87,19.96,12.28,18.84,15.27,15.02,12.59,23.18,24.39
19-05-2004,16.90,19.87,12.27,18.80,15.36,14.93,12.50,23.03,24.24
20-05-2004,16.86,19.82,12.33,18.77,15.33,15.00,12.62,22.83,24.30
21-05-2004,17.04,19.73,12.39,18.90,15.38,15.00,12.60,22.91,24.42
24-05-2004,17.20,20.14,12.41,19.05,15.40,14.94,12.78,22.76,24.68
25-05-2004,17.54,20.50,12.59,19.32,15.70,15.12,13.01,22.98,25.17
26-05-2004,17.59,20.30,12.67,19.36,15.66,15.11,13.01,23.10,25.19
27-05-2004,17.76,20.04,12.70,19.50,15.76,15.28,13.13,23.32,25.28
28-05-2004,17.77,20.14,12.70,19.51,15.84,15.25,13.17,23.33,25.30
01-06-2004,17.72,20.44,12.66,19.50,15.73,15.25,13.16,23.45,25.28
02-06-2004,17.77,20.40,12.71,19.68,15.73,15.38,13.18,23.58,25.37
03-06-2004,17.43,20.21,12.62,19.54,15.52,15.35,13.04,23.54,25.21
04-06-2004,17.59,20.13,12.72,19.64,15.68,15.37,13.06,23.58,25.32
07-06-2004,17.97,20.49,12.92,19.98,16.03,15.51,13.18,23.79,25.67
08-06-2004,17.97,20.40,12.89,20.03,16.12,15.58,13.07,23.85,25.76
09-06-2004,17.76,20.22,12.76,19.85,15.94,15.52,12.96,23.57,25.56
10-06-2004,17.84,20.51,12.82,19.98,16.02,15.51,13.05,23.57,25.67
14-06-2004,17.59,20.38,12.66,19.88,15.80,15.44,13.00,23.41,25.34
15-06-2004,17.77,20.65,12.71,20.06,16.00,15.50,13.05,23.44,25.49
16-06-2004,17.78,21.00,12.71,20.11,15.97,15.49,13.12,23.44,25.52
17-06-2004,17.85,21.18,12.72,20.13,15.80,15.44,13.21,23.48,25.58
18-06-2004,18.09,21.24,12.74,20.24,15.82,15.43,13.28,23.46,25.57
21-06-2004,18.02,21.17,12.70,20.16,15.75,15.41,13.36,23.31,25.49
22-06-2004,18.09,21.33,12.76,20.33,15.91,15.42,13.31,23.21,25.35
23-06-2004,18.30,21.72,12.81,20.64,16.13,15.44,13.41,23.37,25.57
24-06-2004,18.27,21.56,12.81,20.59,16.06,15.34,13.46,23.36,25.58
25-06-2004,18.34,21.45,12.77,20.57,16.10,15.25,13.38,23.15,25.56
28-06-2004,18.28,21.15,12.76,20.41,15.99,15.23,13.44,23.04,25.51
29-06-2004,18.54,21.25,12.71,20.57,16.16,15.26,13.31,23.16,25.32
30-06-2004,18.67,21.42,12.75,20.70,16.26,15.33,13.39,23.27,25.42
01-07-2004,18.32,21.47,12.67,20.44,15.97,15.20,13.24,22.92,25.19
02-07-2004,18.22,21.52,12.71,20.22,15.80,15.18,13.38,22.90,25.09
06-07-2004,18.08,21.58,12.62,20.16,15.46,15.19,13.36,22.72,24.92
07-07-2004,18.29,21.70,12.59,20.20,15.56,15.20,13.36,22.68,24.84
08-07-2004,18.14,21.59,12.51,20.10,15.30,15.18,13.33,22.63,24.51
09-07-2004,18.21,21.72,12.50,20.26,15.46,15.22,13.27,22.57,24.64
12-07-2004,18.22,21.60,12.56,20.33,15.38,15.24,13.29,22.48,24.71
13-07-2004,18.28,21.57,12.57,20.37,15.33,15.26,13.31,22.63,24.83
14-07-2004,18.28,21.81,12.51,20.30,15.09,15.26,13.41,22.74,24.70
15-07-2004,18.33,21.97,12.41,20.40,15.01,15.16,13.49,22.49,24.58
16-07-2004,18.36,22.18,12.39,20.31,14.85,15.16,13.58,22.29,24.31
19-07-2004,18.27,22.14,12.42,20.23,14.92,15.16,13.64,22.19,24.21
20-07-2004,18.23,22.07,12.48,20.36,15.14,15.16,13.67,22.28,24.48
21-07-2004,17.90,21.68,12.37,20.09,14.92,14.98,13.44,22.03,24.27
22-07-2004,17.85,21.74,12.37,19.97,15.07,14.89,13.37,22.13,24.31
23-07-2004,17.73,21.66,12.31,19.87,14.84,14.69,13.29,22.00,24.16
26-07-2004,17.58,21.46,12.31,19.80,14.90,14.66,13.25,21.78,23.95
27-07-2004,17.88,21.68,12.41,20.01,15.04,14.80,13.24,21.89,24.36
28-07-2004,18.04,21.84,12.45,20.13,15.03,14.75,13.41,21.81,24.26
29-07-2004,18.27,22.00,12.50,20.19,15.25,14.58,13.50,21.91,24.43
30-07-2004,18.24,22.08,12.49,20.12,15.28,14.58,13.60,22.00,24.40
02-08-2004,18.35,22.05,12.57,20.22,15.32,14.73,13.69,22.01,24.57
03-08-2004,18.17,22.32,12.49,20.11,15.07,14.65,13.69,21.95,24.30
04-08-2004,18.21,21.80,12.52,20.11,15.09,14.69,13.78,21.90,24.17
05-08-2004,17.81,21.49,12.32,19.71,14.86,14.53,13.63,21.48,23.75
06-08-2004,17.49,21.06,12.21,19.29,14.51,14.35,13.73,21.20,23.40
09-08-2004,17.60,21.39,12.21,19.35,14.51,14.40,13.73,21.13,23.37
10-08-2004,17.88,21.30,12.36,19.66,14.76,14.51,13.79,21.42,23.71
11-08-2004,17.82,21.19,12.40,19.64,14.38,14.60,13.86,21.78,23.55
12-08-2004,17.58,20.93,12.27,19.35,14.11,14.59,13.85,21.65,23.22
13-08-2004,17.50,21.16,12.28,19.32,14.19,14.66,13.80,21.50,23.28
16-08-2004,18.00,21.31,12.48,19.68,14.31,14.75,13.86,21.78,23.83
17-08-2004,18.10,20.82,12.54,19.66,14.41,14.77,13.86,21.81,24.14
18-08-2004,18.26,21.09,12.69,19.97,14.68,14.87,14.01,22.11,24.35
19-08-2004,18.29,21.18,12.65,19.74,14.58,14.79,13.90,22.02,24.24
20-08-2004,18.44,21.38,12.77,19.93,14.68,14.86,13.94,22.20,24.45
23-08-2004,18.26,21.11,12.71,19.87,14.74,14.81,13.91,22.16,24.32
24-08-2004,18.32,21.06,12.75,19.93,14.64,14.81,13.90,22.17,24.36
25-08-2004,18.53,21.19,12.86,20.15,14.82,14.89,13.99,22.33,24.57
26-08-2004,18.63,21.34,12.89,20.16,14.74,14.93,13.99,22.35,24.56
27-08-2004,18.65,21.49,12.90,20.16,14.81,14.90,13.98,22.47,24.58
30-08-2004,18.49,21.38,12.84,19.99,14.66,14.83,14.00,22.21,24.37
31-08-2004,18.55,21.77,12.92,20.12,14.60,14.86,14.16,22.35,24.36
01-09-2004,18.60,22.12,12.85,20.16,14.71,14.85,14.19,22.42,24.38
02-09-2004,18.88,22.27,13.00,20.44,14.88,15.00,14.24,22.67,24.82
03-09-2004,18.84,22.36,12.99,20.36,14.56,15.06,14.22,22.63,24.80
07-09-2004,19.01,22.32,13.13,20.48,14.63,15.10,14.29,22.78,24.99
08-09-2004,18.79,22.34,13.03,20.49,14.62,14.92,14.16,22.73,24.88
09-09-2004,18.85,22.66,13.03,20.43,14.83,14.86,14.20,22.63,24.76
10-09-2004,18.67,22.53,13.09,20.49,15.11,14.89,14.25,22.60,24.98
13-09-2004,18.65,22.69,13.06,20.51,15.18,14.89,14.14,22.63,25.06
14-09-2004,18.63,22.78,13.07,20.56,15.22,14.89,14.12,22.79,25.17
15-09-2004,18.55,22.73,13.02,20.38,15.00,14.75,14.15,22.70,25.03
16-09-2004,18.63,22.78,13.11,20.50,15.03,14.67,14.26,22.70,25.18
17-09-2004,18.55,23.17,13.12,20.72,15.14,14.74,14.32,22.77,25.23
20-09-2004,18.57,23.18,13.00,20.62,15.19,14.49,14.26,22.54,25.04
21-09-2004,18.64,23.76,13.10,20.70,15.25,14.43,14.34,22.65,25.23
22-09-2004,18.49,23.59,12.85,20.41,14.99,14.32,14.27,22.35,24.90
23-09-2004,18.36,23.34,12.74,20.21,15.03,14.37,14.17,22.22,24.99
24-09-2004,18.50,23.63,12.80,20.31,14.91,14.33,14.16,22.24,25.06
27-09-2004,18.47,23.64,12.71,20.12,14.77,14.29,14.17,22.12,24.88
28-09-2004,18.92,24.01,12.76,20.33,14.81,14.37,14.26,22.31,24.86
29-09-2004,19.02,23.74,12.80,20.40,14.98,14.40,14.22,22.39,24.95
30-09-2004,19.26,23.90,12.78,20.57,14.99,14.45,14.27,21.96,25.06
01-10-2004,19.38,24.20,12.98,20.85,15.40,14.58,14.37,22.17,25.37
04-10-2004,19.43,24.17,13.01,20.90,15.53,14.56,14.43,22.26,25.61
05-10-2004,19.41,24.42,12.96,20.78,15.64,14.56,14.48,22.21,25.58
06-10-2004,19.73,24.87,13.03,20.96,15.74,14.63,14.54,22.16,25.72
07-10-2004,19.47,24.67,12.99,20.73,15.58,14.51,14.46,21.66,25.53
08-10-2004,19.36,24.71,12.96,20.56,15.34,14.41,14.52,21.44,25.32
11-10-2004,19.34,24.51,12.99,20.59,15.40,14.41,14.50,21.49,25.43
12-10-2004,19.20,24.23,12.99,20.58,15.36,14.37,14.60,21.48,25.36
13-10-2004,18.71,23.65,12.90,20.37,15.31,14.31,14.41,21.25,25.29
14-10-2004,18.68,23.93,12.58,20.26,15.21,14.25,14.39,21.13,25.10
15-10-2004,18.86,24.01,12.61,20.40,15.29,14.35,14.55,21.11,25.20
18-10-2004,18.84,23.70,12.67,20.45,15.46,14.41,14.48,21.34,25.45
19-10-2004,18.36,23.63,12.46,20.27,15.44,14.31,14.40,20.99,25.26
20-10-2004,18.49,24.15,12.37,20.22,15.47,14.35,14.48,20.98,25.12
21-10-2004,18.62,24.28,12.37,20.33,15.60,14.35,14.50,20.78,25.38
22-10-2004,18.50,24.24,12.29,20.11,15.26,14.26,14.59,20.59,25.18
25-10-2004,18.68,24.24,12.31,20.16,15.24,14.18,14.82,20.51,25.11
26-10-2004,18.86,24.52,12.59,20.44,15.29,14.37,15.00,20.87,25.52
27-10-2004,19.07,24.10,12.74,20.73,15.62,14.48,14.95,21.49,25.93
28-10-2004,18.84,23.66,12.84,20.69,15.68,14.56,14.88,21.47,26.09
29-10-2004,19.09,23.99,12.84,20.78,15.69,14.55,14.94,21.47,26.10
01-11-2004,19.13,23.86,12.88,20.85,15.79,14.52,15.06,21.28,26.17
02-11-2004,19.04,23.47,12.93,20.87,15.84,14.60,14.76,21.12,26.27
03-11-2004,19.32,23.98,13.03,21.10,15.92,14.72,15.08,21.72,26.33
04-11-2004,19.78,24.26,13.23,21.48,16.09,15.11,15.41,21.79,26.91
05-11-2004,19.87,24.41,13.21,21.62,16.22,15.18,15.31,21.91,27.01
08-11-2004,19.87,24.03,13.19,21.67,16.27,15.14,15.48,21.91,26.99
09-11-2004,20.07,23.78,13.18,21.77,16.28,15.14,15.47,21.92,27.03
10-11-2004,20.06,24.06,13.21,21.80,16.12,15.16,15.47,21.88,27.05
11-11-2004,20.22,24.03,13.34,22.07,16.33,15.28,15.63,21.99,27.30
12-11-2004,20.43,24.53,13.41,22.18,16.55,15.32,15.82,22.05,27.48
15-11-2004,20.31,24.02,13.43,22.14,16.62,15.34,15.74,22.14,27.56
16-11-2004,20.19,23.99,13.32,21.99,16.52,15.27,15.70,21.98,27.30
17-11-2004,20.34,24.31,13.35,22.15,16.71,15.28,15.58,22.00,27.32
18-11-2004,20.40,24.58,13.32,22.29,16.77,15.28,15.59,21.95,27.45
19-11-2004,20.26,24.88,13.15,22.01,16.49,15.08,15.53,21.66,27.11
22-11-2004,20.50,25.24,13.23,22.07,16.53,15.21,15.78,21.71,27.27
23-11-2004,20.40,25.39,13.26,22.04,16.46,15.18,15.85,21.66,27.44
24-11-2004,20.60,25.61,13.32,22.15,16.60,15.17,15.92,21.71,27.62
26-11-2004,20.80,25.72,13.32,22.12,16.57,15.17,15.99,21.83,27.64
29-11-2004,20.75,25.56,13.27,22.04,16.58,15.04,15.78,21.82,27.49
30-11-2004,20.66,25.62,13.23,22.07,16.50,14.92,15.61,21.89,27.19
01-12-2004,20.85,25.01,13.50,22.43,16.83,15.10,15.46,22.26,27.59
